gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	98.83	80768	899	20	129737	210476	1077259	996513	0.0	1.413e+05
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	98.84	60766	664	17	300916	361652	901686	840930	0.0	1.064e+05
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	98.86	46766	529	2	361826	408590	840958	794194	0.0	8.194e+04
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	98.85	26885	299	2	237752	264636	963979	937105	0.0	4.709e+04
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	97.61	25994	561	20	80678	106665	1124507	1098569	0.0	4.404e+04
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	98.87	24751	275	4	210457	235206	993161	968415	0.0	4.336e+04
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	98.59	20163	249	12	47487	67623	1162726	1142573	0.0	3.506e+04
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	98.27	18913	321	2	411388	430295	791372	772462	0.0	3.263e+04
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	98.94	17958	184	6	106647	124600	1098392	1080438	0.0	3.150e+04
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	95.50	14367	583	22	67842	82183	1137896	1123569	0.0	2.295e+04
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	96.52	12707	408	15	34791	47478	1176334	1163643	0.0	2.089e+04
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	97.79	9368	205	2	285306	294672	917715	908349	0.0	1.595e+04
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	98.19	7300	131	1	27115	34414	1184791	1177493	0.0	1.257e+04
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	98.56	7059	99	3	4	7062	1213194	1206139	0.0	1.226e+04
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	97.87	6145	129	2	294710	300853	907829	901686	0.0	1.048e+04
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	97.96	5635	74	2	267918	273511	929303	923669	0.0	9672
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	97.25	5671	73	2	267880	273511	929295	923669	0.0	9589
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	97.98	5209	102	3	16474	21682	1197684	1192479	0.0	8909
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	97.90	4242	88	1	22094	26335	1192505	1188265	0.0	7245
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	99.26	3537	26	0	273551	277087	921294	917758	0.0	6262
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	98.23	2768	49	0	430469	433236	772482	769715	0.0	4771
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	98.65	2663	35	1	408567	411228	794036	791374	0.0	4637
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	99.17	2167	18	0	265672	267838	935842	933676	0.0	3828
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	95.82	1317	52	1	33112	34425	1795040	1796356	0.0	2125
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	94.99	1277	61	2	33139	34414	3716432	3715158	0.0	2008
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	89.42	1200	127	0	33182	34381	38657	39856	0.0	1591
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	88.79	776	37	4	124615	125341	3334409	3335183	0.0	1034
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	88.96	770	35	4	124621	125341	2209431	2208663	0.0	1032
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	88.96	770	35	4	124621	125341	2514227	2513459	0.0	1032
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	88.96	770	35	4	124621	125341	3033818	3033050	0.0	1032
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	88.96	770	35	4	124621	125341	3402231	3402999	0.0	1032
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	88.75	773	37	4	124618	125341	546047	545276	0.0	1029
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	89.79	705	62	7	33845	34544	1798380	1799079	0.0	 924
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	98.63	510	6	1	235188	235696	965712	965203	0.0	 884
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	82.71	850	143	2	46629	47478	1163508	1162663	0.0	 865
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	73.57	1381	351	9	143784	145157	557664	556291	0.0	 818
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	72.62	1355	358	5	187283	188631	2029494	2028147	0.0	 760
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	75.69	946	204	11	81244	82187	1125050	1124129	0.0	 643
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	91.00	422	36	2	125345	125765	2208297	2207877	3e-164	 583
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	90.97	421	36	2	125345	125764	3403365	3403784	1e-163	 581
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	91.15	418	35	2	125345	125761	2513093	2512677	4e-163	 580
gi|728915576|gb|JOVS01000001.1|	scf7180000000002|quiver	91.15	418	35	2	125345	125761	3032684	3032268	4e-163	 580
