gi|323087656|gb|CM001076.1|	gnl|UMMI|SDSE_contig000054:1437988:1547131	97.35	83258	2061	39	370464	453641	94856	11667	0.0	1.401e+05
gi|323087656|gb|CM001076.1|	gnl|UMMI|SDSE_contig000054:1437988:1547131	97.12	9147	251	6	454942	464082	11652	2512	0.0	1.529e+04
gi|323087656|gb|CM001076.1|	gnl|UMMI|SDSE_contig000054:1437988:1547131	96.07	4145	148	7	362455	366585	104759	100616	0.0	6722
gi|323087656|gb|CM001076.1|	gnl|UMMI|SDSE_contig000054:1437988:1547131	97.91	3395	66	2	358799	362192	108135	104745	0.0	5799
gi|323087656|gb|CM001076.1|	gnl|UMMI|SDSE_contig000054:1437988:1547131	96.85	3338	102	2	367128	370464	98386	95051	0.0	5541
gi|323087656|gb|CM001076.1|	gnl|UMMI|SDSE_contig000054:1437988:1547131	96.28	1021	33	2	357028	358044	109143	108124	0.0	1665
gi|323087656|gb|CM001076.1|	gnl|UMMI|SDSE_contig000054:1437988:1547131	96.52	977	29	2	300586	301558	109143	108168	0.0	1604
gi|323087656|gb|CM001076.1|	gnl|UMMI|SDSE_contig000054:1437988:1547131	92.86	644	45	1	121695	122337	1	644	0.0	 951
gi|323087656|gb|CM001076.1|	gnl|UMMI|SDSE_contig000054:1437988:1547131	85.59	590	41	4	366589	367135	99204	98616	0.0	 702
gi|323087656|gb|CM001076.1|	gnl|UMMI|SDSE_contig000054:1437988:1547131	89.43	407	43	0	467391	467797	1671	1265	9e-151	 540
gi|323087656|gb|CM001076.1|	gnl|UMMI|SDSE_contig000054:1437988:1547131	85.58	437	46	4	122809	123232	1073	1505	2e-139	 502
gi|323087656|gb|CM001076.1|	gnl|UMMI|SDSE_contig000054:1437988:1547131	87.50	368	44	1	468545	468912	366	1	1e-124	 453
gi|323087656|gb|CM001076.1|	gnl|UMMI|SDSE_contig000054:1437988:1547131	87.11	349	45	0	125585	125933	3	351	1e-116	 426
gi|323087656|gb|CM001076.1|	gnl|UMMI|SDSE_contig000054:1437988:1547131	70.20	963	258	10	371070	372017	95279	94331	5e-116	 425
gi|323087656|gb|CM001076.1|	gnl|UMMI|SDSE_contig000054:1437988:1547131	88.10	294	31	4	519854	520145	63148	62857	6e-96	 358
gi|323087656|gb|CM001076.1|	gnl|UMMI|SDSE_contig000054:1437988:1547131	89.96	239	24	0	126671	126909	1236	1474	1e-85	 324
gi|323087656|gb|CM001076.1|	gnl|UMMI|SDSE_contig000054:1437988:1547131	84.72	288	40	4	1956943	1957228	62860	63145	9e-81	 307
gi|323087656|gb|CM001076.1|	gnl|UMMI|SDSE_contig000054:1437988:1547131	85.39	267	36	3	2028814	2029079	62859	63123	6e-77	 295
gi|323087656|gb|CM001076.1|	gnl|UMMI|SDSE_contig000054:1437988:1547131	83.81	278	42	3	620645	620921	62869	63144	9e-75	 288
gi|323087656|gb|CM001076.1|	gnl|UMMI|SDSE_contig000054:1437988:1547131	84.62	247	35	3	1456346	1456591	62856	63100	1e-67	 264
gi|323087656|gb|CM001076.1|	gnl|UMMI|SDSE_contig000054:1437988:1547131	100.00	75	0	0	32685	32759	108926	108852	3e-29	 136
gi|323087656|gb|CM001076.1|	gnl|UMMI|SDSE_contig000054:1437988:1547131	96.20	79	3	0	2140817	2140895	109009	109087	5e-27	 129
gi|323087656|gb|CM001076.1|	gnl|UMMI|SDSE_contig000054:1437988:1547131	66.48	528	163	9	1337516	1338036	6135	5615	2e-26	 127
gi|323087656|gb|CM001076.1|	gnl|UMMI|SDSE_contig000054:1437988:1547131	100.00	55	0	0	1610514	1610568	109089	109143	2e-18	 100
gi|323087656|gb|CM001076.1|	gnl|UMMI|SDSE_contig000054:1437988:1547131	100.00	55	0	0	93431	93485	109143	109089	2e-18	 100
gi|323087656|gb|CM001076.1|	gnl|UMMI|SDSE_contig000054:1437988:1547131	100.00	55	0	0	26985	27039	109143	109089	2e-18	 100
gi|323087656|gb|CM001076.1|	gnl|UMMI|SDSE_contig000054:1437988:1547131	69.79	235	61	4	1837536	1837765	44900	44671	1e-16	95.1
