gi|407072891|gb|AMDH01000001.1|	scf7180000000002|quiver	98.11	40794	760	8	19242	60027	1335235	1376025	0.0	7.007e+04
gi|407072891|gb|AMDH01000001.1|	scf7180000000002|quiver	99.03	19266	184	1	1	19266	1315844	1335106	0.0	3.390e+04
gi|407072891|gb|AMDH01000001.1|	scf7180000000002|quiver	99.97	3249	1	0	1	3249	1292670	1295918	0.0	5855
gi|407072891|gb|AMDH01000001.1|	scf7180000000002|quiver	99.97	3244	1	0	1	3244	293375	290132	0.0	5846
gi|407072891|gb|AMDH01000001.1|	scf7180000000002|quiver	99.82	3249	6	0	1	3249	1376094	1379342	0.0	5833
gi|407072891|gb|AMDH01000001.1|	scf7180000000002|quiver	99.60	3249	13	0	1	3249	1382725	1385973	0.0	5800
gi|407072891|gb|AMDH01000001.1|	scf7180000000002|quiver	100.00	3207	0	0	1	3207	1451024	1454230	0.0	5784
gi|407072891|gb|AMDH01000001.1|	scf7180000000002|quiver	99.91	3209	3	0	1	3209	1919119	1922327	0.0	5773
gi|407072891|gb|AMDH01000001.1|	scf7180000000002|quiver	98.16	3253	13	3	1	3206	2194334	2197586	0.0	5625
gi|407072891|gb|AMDH01000001.1|	scf7180000000002|quiver	99.48	1732	8	1	58297	60027	2192535	2194266	0.0	3079
gi|407072891|gb|AMDH01000001.1|	scf7180000000002|quiver	98.58	1762	20	3	58267	60027	1449199	1450956	0.0	3056
gi|407072891|gb|AMDH01000001.1|	scf7180000000002|quiver	98.09	1779	23	6	58255	60027	1313823	1315596	0.0	3038
gi|407072891|gb|AMDH01000001.1|	scf7180000000002|quiver	99.71	1695	3	1	58335	60027	1917357	1919051	0.0	3032
gi|407072891|gb|AMDH01000001.1|	scf7180000000002|quiver	99.30	1715	9	3	58315	60027	1290709	1292422	0.0	3029
gi|407072891|gb|AMDH01000001.1|	scf7180000000002|quiver	99.35	1697	10	1	58332	60027	1380960	1382656	0.0	3007
gi|407072891|gb|AMDH01000001.1|	scf7180000000002|quiver	95.22	1862	35	10	58214	60027	295298	293443	0.0	2960
