gi|594021901|gb|CP007436.1|	scf7180000000002|quiver	98.91	119087	1284	7	1462470	1581552	2777389	2896469	0.0	2.089e+05
gi|594021901|gb|CP007436.1|	scf7180000000002|quiver	98.39	95050	1405	33	2698282	2793241	211580	306594	0.0	1.645e+05
gi|594021901|gb|CP007436.1|	scf7180000000002|quiver	98.48	90203	1298	28	1290395	1380542	2611097	2701284	0.0	1.564e+05
gi|594021901|gb|CP007436.1|	scf7180000000002|quiver	98.41	82864	1284	14	3197844	3280681	708515	791373	0.0	1.435e+05
gi|594021901|gb|CP007436.1|	scf7180000000002|quiver	97.98	76848	1524	20	344706	421536	1630834	1707671	0.0	1.315e+05
gi|594021901|gb|CP007436.1|	scf7180000000002|quiver	98.68	74977	921	13	1122796	1197707	2437707	2512677	0.0	1.307e+05
gi|594021901|gb|CP007436.1|	scf7180000000002|quiver	98.71	72702	879	12	2046666	2119351	3403781	3476441	0.0	1.269e+05
gi|594021901|gb|CP007436.1|	scf7180000000002|quiver	98.41	70697	1110	13	3487936	3558618	999521	1070214	0.0	1.224e+05
gi|594021901|gb|CP007436.1|	scf7180000000002|quiver	98.79	67381	793	15	2287329	2354697	3646689	3714059	0.0	1.178e+05
gi|594021901|gb|CP007436.1|	scf7180000000002|quiver	98.57	64659	888	11	2433175	2497802	3808018	3872670	0.0	1.124e+05
gi|594021901|gb|CP007436.1|	scf7180000000002|quiver	98.78	59620	707	7	1581731	1641337	2896447	2956057	0.0	1.042e+05
gi|594021901|gb|CP007436.1|	scf7180000000002|quiver	98.56	59673	847	9	98395	158063	1379773	1439438	0.0	1.037e+05
gi|594021901|gb|CP007436.1|	scf7180000000002|quiver	97.71	60008	1300	32	160107	220068	1443818	1503795	0.0	1.019e+05
gi|594021901|gb|CP007436.1|	scf7180000000002|quiver	97.69	58531	1244	17	1895917	1954398	3249140	3307612	0.0	9.948e+04
gi|594021901|gb|CP007436.1|	scf7180000000002|quiver	98.54	56476	781	21	892270	948733	2209431	2265877	0.0	9.808e+04
gi|594021901|gb|CP007436.1|	scf7180000000002|quiver	98.63	56276	740	11	3330643	3386910	845311	901562	0.0	9.799e+04
gi|594021901|gb|CP007436.1|	scf7180000000002|quiver	98.69	52635	658	13	2585936	2638562	97540	150150	0.0	9.178e+04
gi|594021901|gb|CP007436.1|	scf7180000000002|quiver	98.16	50643	909	13	2534446	2585081	43016	93642	0.0	8.709e+04
gi|594021901|gb|CP007436.1|	scf7180000000002|quiver	98.34	49023	798	12	295752	344764	1577739	1626757	0.0	8.471e+04
gi|594021901|gb|CP007436.1|	scf7180000000002|quiver	98.75	46783	576	7	1981581	2028355	3335965	3382745	0.0	8.170e+04
gi|594021901|gb|CP007436.1|	scf7180000000002|quiver	98.41	45995	680	16	3607801	3653770	1116758	1162726	0.0	7.963e+04
gi|594021901|gb|CP007436.1|	scf7180000000002|quiver	98.30	44114	737	9	53896	98005	1335235	1379341	0.0	7.615e+04
gi|594021901|gb|CP007436.1|	scf7180000000002|quiver	98.91	43411	438	15	950597	993996	2266042	2309427	0.0	7.611e+04
gi|594021901|gb|CP007436.1|	scf7180000000002|quiver	98.32	43169	647	19	3560052	3603160	1070209	1113359	0.0	7.457e+04
